Timestamp,ประเมินพี่,น้องเรียนอยู่ชั้น,อยากเรียนต่อกับพี่เค้าแค่ไหน,น้องเรียนที่นี่เทอมนี้กี่วิชา,น้องเรียนที่ Super Genius มานานยัง,เรียนกับพี่เค้าตรงกับที่โรงเรียนไหม (ดีมาก=4 ไม่ดีเลย=1),เรียนรู้เรื่องไหม (ดีมาก=4 ไม่ดีเลย=1),เรียนสนุกไหม (สนุกมาก=4 น่าเบื่อสุดๆ=1),ชีทหรือหนังสือพี่เค้าดีไหม (ตอบได้หลายข้อ),เสียงพี่เค้าดังเหมาะสมไหม,"พี่เค้าเอาใจใส่เราดีไหม (ดีมาก=4 , ไม่สนใจเราเลย=1)","รวมๆแล้วพี่เค้าสอนดีไหม (ดีมาก=4 , ไม่ดีเลย=1)",พี่เค้าสอนเร็วไหม,"ความรู้ที่ได้จากพี่เค้าเยอะไหม (ได้เยอะมาก=4 , ไม่ได้เลย =1)",สนิทกับพี่เค้าไหม,พี่เค้าเก่งไหม มีเทคนิค หรือการอธิบาย การยกตัวอย่างเป็นยังไงบ้าง,ข้อเสียของพี่เค้าคือไร จัดเต็มเลยครับ เต็มที่
9/12/2016 18:53:41,พี่บอส (ไทยป.4-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีนะ พี่บอสดีอยู่แล้ว มอสามเทอมหน้าก็อยากเรียนกับพี่บอสอีก 😊
9/13/2016 14:48:44,พี่บอส (ไทยป.4-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่ต้องเข้มงวดอีกก เด็กมันดื้อ โหดนิดๆไม่ต้องมาก
9/17/2016 12:19:40,พี่บอส (ไทยป.4-ม.6),ม.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,"โจทย์น้อยไป, ดีแล้วจ้า",ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
9/3/2016 18:26:15,พี่นิว (ศิลปะเด็ก PAT4),ม.6,ก็ดีนะ,2,สองปีแล้ว,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ดุกดุ๋ย
8/27/2016 16:04:36,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,เบาไปหน่อย,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พูดเบาไปหน่อย
8/27/2016 16:11:03,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.5,ก็ดีนะ,3,ปีกว่าละ,2,3,3,โจทย์ยากไป,ดังฟังชัดดี,4,3,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่วิน สอนเร็วไป นอกนั้นโอเคร
8/27/2016 17:28:58,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.5,ก็ดีนะ,5,เกิน 2 ปีแล้วจ้าา,3,3,3,โจทย์ยากไป,ดังฟังชัดดี,4,3,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ดีนะคะ
8/28/2016 10:42:32,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.5,ก็ดีนะ,5,ปีกว่าละ,2,2,4,โจทย์ยากไป,ดังไป,4,4,พอดี,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ใจดีเกินไป
8/28/2016 11:43:11,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
8/28/2016 14:16:19,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.3,ก็ดีนะ,5,นี่เทอมแรก,1,4,3,โจทย์ง่ายไป,ดังฟังชัดดี,2,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,Vocab ง่าบ
8/28/2016 14:25:41,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.3,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,นึกไม่ออกอ่ะ555
8/28/2016 14:26:54,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,ก็ดีนะ,5,ปีกว่าละ,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่รู้ครับ....
8/29/2016 17:50:27,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,เบาไปหน่อย,4,4,พอดี,4,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่ค่อยกล้าดุพวกที่ดื้อๆและเสียงพี่ดูเบาๆไปฟังไม่ค่อยถนัด
9/12/2016 13:07:22,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่ค่อยเก่ง​อังกฤษ​ค่ะ(ตัวเราเอง) 
9/12/2016 13:47:37,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.5,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,3,ดีแล้วจ้า,เบาไปหน่อย,3,3,พอดี,4,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,เบาไป
9/12/2016 13:48:04,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,2,2,4,โจทย์ยากไป,เบาไปหน่อย,3,4,พอดี,3,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ยากเกินนนน
9/12/2016 15:55:36,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.2,ก็ดีนะ,5,นี่เทอมแรก,1,2,2,โจทย์ง่ายไป,ดังฟังชัดดี,3,3,สอนช้า,3,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไม่มี
9/12/2016 16:54:44,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีมั้งครับ:)
9/12/2016 18:40:08,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ไม่ค่อยน่าเรียน,ดังฟังชัดดี,3,3,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ก็ Ok ครับ
9/12/2016 18:56:09,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.3,ก็ดีนะ,5,นี่เทอมแรก,3,4,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไม่น่ามีนะ 😟
9/13/2016 21:53:44,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,ก็ดีนะ,5,นี่เทอมแรก,2,4,3,โจทย์ง่ายไป,เบาไปหน่อย,4,3,สอนช้า,3,ไม่สนิทเลย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,เฉยเฉยไม่มีอะไรพิเศษครับ😁😁😁😁
9/12/2016 12:45:56,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.3,เปลี่ยนครูเหอะ,2,นี่เทอมแรก,1,1,1,"โจทย์ง่ายไป, โจทย์น้อยไป, ไม่ค่อยน่าเรียน, โจทย์ไม่ตรงกับที่โรงเรียน",ดังฟังชัดดี,2,1,สอนช้ามาก,1,ไม่ค่อย,ไม่ค่อยเก่ง ยกตัวอย่างยังงงๆบ้าง อธิบายมึนๆ,สอนน่าเบื่อ.  ไม่สนุก ถามคำถามของที่โรงเรียนก้ยังตอบมางงๆอยู่ ไม่ค่อยเข้าใจ
8/27/2016 14:45:11,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,3,โจทย์ง่ายไป,เบาไปหน่อย,3,4,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,"ใจดีเกินไป555
"
8/27/2016 14:46:01,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,โจทย์ง่ายไป,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,พูดเบา
8/27/2016 17:51:59,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.5,อยากเรียนต่อมาก,5,สองปีแล้ว,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,-
8/28/2016 17:46:54,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.1,อยากเรียนต่อมาก,5,สองปีแล้ว,1,4,4,"โจทย์น้อยไป, ดีแล้วจ้า",ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/4/2016 12:13:48,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,อยากให้มีการทำแบบฝึกเพิ่มขึ้น(เล็กน้อย)
9/12/2016 12:56:16,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.2,อยากเรียนต่อมาก,5,ปีกว่าละ,4,4,4,โจทย์น้อยไป,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,บางครั้งก็สอนไวไป
9/12/2016 13:24:34,พี่เดียร์ (อังกฤษ ป.5-ม.3),ม.2,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,3,โจทย์ยากไป,เบาไปหน่อย,3,3,สอนช้า,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่เดียร์เสียงเบามากๆเลยค่ะะ
10/22/2016 15:36:36,พี่เดียร์ (อังกฤษ ป.5-ม.3),ป.5,เปลี่ยนครูเหอะ,5,ปีนึงละมั้ง,1,1,1,ไม่ค่อยเหมือนกับที่โรงเรียน,ดังฟังชัดดี,1,1,สอนช้ามาก,1,ไม่สนิทเลย,ไม่เก่งเลย ยกตัวอย่างไม่เข้าใจ อธิบายไรไม่รู้,"พี่เดียร์สอนเเล้วน่าเบื่อ
ไม่ตรงหลักสูตร
เรียนไม่รู้เรื่อง
เรียนเเล้วเหมือนจะหลับ
บางครั่งก็หลับ
สอนอะไรก็งง"
8/27/2016 11:09:54,พี่แชมป์ (อังกฤษ ม.4-6),ม.5,ก็ดีนะ,2,นี่เทอมแรก,3,4,4,โจทย์น้อยไป,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,มิมี
8/27/2016 14:44:07,พี่แชมป์ (อังกฤษ ม.4-6),ม.5,ก็ดีนะ,3,ปีนึงละมั้ง,3,3,3,โจทย์น้อยไป,ดังไป,3,3,สอนช้า,3,ไม่สนิทเลย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,เสียงดัง-.-
8/27/2016 14:44:43,พี่แชมป์ (อังกฤษ ม.4-6),ม.5,ก็ดีนะ,4,เกิน 2 ปีแล้วจ้าา,2,4,4,ดีแล้วจ้า,ดังไป,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สอนเรวไปนิด
9/3/2016 18:28:24,พี่แชมป์ (อังกฤษ ม.4-6),ม.6,ก็ดีนะ,5,นี่เทอมแรก,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,3,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,มาสายไปนิด
9/12/2016 13:05:27,พี่แชมป์ (อังกฤษ ม.4-6),ม.5,ก็ดีนะ,2,เกิน 2 ปีแล้วจ้าา,3,3,3,โจทย์ง่ายไป,ดังไป,2,3,สอนช้า,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,เล่นใหญ่ไปครับ กลัวบ้านพัง
8/27/2016 11:09:15,พี่แชมป์ (อังกฤษ ม.4-6),ม.5,อยากเรียนต่อมาก,2,นี่เทอมแรก,3,4,4,ดีแล้วจ้า,ดังไป,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,พี่ชอบเสียงดัง
8/27/2016 14:58:52,พี่แชมป์ (อังกฤษ ม.4-6),ม.4,อยากเรียนต่อมาก,2,ปีนึงละมั้ง,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีครับ
9/10/2016 14:52:02,พี่แชมป์ (อังกฤษ ม.4-6),ม.5,อยากเรียนต่อมาก,4,ปีกว่าละ,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"ไม่มี
"
9/10/2016 14:52:03,พี่แชมป์ (อังกฤษ ม.4-6),ม.5,อยากเรียนต่อมาก,4,ปีกว่าละ,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"ไม่มี
"
9/12/2016 17:25:16,พี่แชมป์ (อังกฤษ ม.4-6),ม.5,อยากเรียนต่อมาก,4,ปีนึงละมั้ง,3,4,4,"โจทย์ง่ายไป, ดีแล้วจ้า",ดังไป,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,พูดเสียงดังงเกินไปตกใจ
9/12/2016 17:58:18,พี่แชมป์ (อังกฤษ ม.4-6),ม.6,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"เซ็ตผมบนรถนานไปหน่อย
แต่ข้อดีคือเล่าเรื่องผีสนุกมากกก"
8/27/2016 16:02:05,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,4,2,ดีแล้วจ้า,เบาไปหน่อย,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ผมบัง
8/27/2016 16:06:41,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,2,ดีแล้วจ้า,ดังฟังชัดดี,2,3,สอนเร็วมาก,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ผมยาววเกิ๊นน
8/27/2016 16:11:13,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,4,3,ดีแล้วจ้า,ดังไป,3,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"ผมบังกระดานนะครับ
"
8/27/2016 16:11:59,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.5,ก็ดีนะ,5,นี่เทอมแรก,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"อยากให้สอนแบบสนุกมีความรู้
ไม่เคลียด"
8/27/2016 17:23:13,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.5,ก็ดีนะ,5,เกิน 2 ปีแล้วจ้าา,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็ว,4,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไม่ค่อยเล่นกับเล่น ดุไปหน่อย
9/12/2016 16:52:56,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,3,ไม่ค่อยน่าเรียน,ดังฟังชัดดี,4,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,คิดไม่ออกครับ
9/12/2016 18:00:15,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,สอนเร็ว,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,นึกข้อเสียไม่ออก
9/13/2016 21:51:31,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,2,             เฉยเฉย,ดังฟังชัดดี,4,3,พอดี,3,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,สอนน่าเบื่อไปนิดนึงครับ😔😔😔
8/27/2016 14:44:31,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,โจทย์น้อยไป,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ผมยาว
8/27/2016 17:49:53,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.5,อยากเรียนต่อมาก,5,สองปีแล้ว,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,-
9/12/2016 13:05:12,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีค่ะ
9/12/2016 17:53:45,พี่แก๊ะ (ภาษาป.4-6 gatไทย ม.6),ม.6,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,4,4,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สั่งการบ้านตลอดๆ
8/27/2016 11:11:30,พี่เกรท (ฟิสิกส์ม.4-5),ม.5,ก็ดีนะ,2,สองปีแล้ว,3,3,2,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,สอนไม่ค่อยสนุก
8/27/2016 14:47:34,พี่เกรท (ฟิสิกส์ม.4-5),ม.5,ก็ดีนะ,4,เกิน 2 ปีแล้วจ้าา,2,2,2,ไม่ค่อยน่าเรียน,ดังฟังชัดดี,4,2,สอนช้า,2,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไม่ค่อนรุเรื่อง
8/28/2016 16:02:04,พี่เกรท (ฟิสิกส์ม.4-5),ม.1,ก็ดีนะ,5,เกิน 2 ปีแล้วจ้าา,4,3,3,โจทย์ยากไป,ดังฟังชัดดี,4,3,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/10/2016 14:49:56,พี่เกรท (ฟิสิกส์ม.4-5),ม.5,ก็ดีนะ,4,ปีกว่าละ,3,2,2,ดีแล้วจ้า,ดังฟังชัดดี,4,3,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,"พี่เค้าพูดอธิบายครั้งเดียว ไม่เขียนบนกระดาน ทำให้เขียนไม่ทันบ้างบางครั้ง อธิบายไม่ค่อยชัดเจน ไม่ค่อยเข้าใจมากสักเท่าไหร่
"
8/27/2016 10:58:55,พี่เกรท (ฟิสิกส์ม.4-5),ม.5,ไม่ค่อยอยาก,2,ปีกว่าละ,3,3,2,ไม่ค่อยน่าเรียน,ดังฟังชัดดี,4,3,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พูดไม่ค่อยรู้เรื่อง 
8/27/2016 10:58:33,พี่เกรท (ฟิสิกส์ม.4-5),ม.5,อยากเรียนต่อมาก,2,นี่เทอมแรก,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปล่อยช้าไปหน่อย
9/12/2016 18:11:58,พี่เกรท (ฟิสิกส์ม.4-5),ม.4,อยากเรียนต่อมาก,2,นี่เทอมแรก,4,4,3,โจทย์ยากไป,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
9/17/2016 13:01:31,พี่เกรท (ฟิสิกส์ม.4-5),ม.4,ไม่ค่อยอยาก,4,นี่เทอมแรก,2,2,2,ไม่ค่อยน่าเรียน,ดังฟังชัดดี,3,2,สอนเร็วมาก,2,ไม่สนิทเลย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ลบกระดานไวมากจดไม่ทันจ้า
